style,color_name,size,upc_to_write,netsuite_item_id,match_method
996M,Scuba Blue,2X-Large,00885306340810,42806,option:heur
996M,Scuba Blue,3X-Large,00885306340827,102485,option:heur
996M,Scuba Blue,Large,00885306340919,42804,option:heur
996M,Scuba Blue,Medium,00885306340902,42803,option:heur
996M,Scuba Blue,Small,00885306340896,42802,option:heur
996M,Scuba Blue,X-Large,00885306340926,42805,option:heur
PC90H,White,Small,00191265315791,72948,option:name
PC90H,White,Medium,00191265315821,72949,option:name
PC90H,White,Large,00191265315838,72950,option:name
PC90H,White,X-Large,00191265315845,72951,option:name
PC90H,White,2X-Large,00191265315784,72952,option:name
PC90H,Ash,Small,00191265314619,72848,option:name
PC90H,Ash,Medium,00191265314626,72849,option:name
PC90H,Ash,Large,00191265314640,72850,option:name
PC90H,Ash,X-Large,00191265314657,72851,option:name
PC90H,Ash,2X-Large,00191265314596,72852,option:name
PC90H,Navy,Small,00191265315319,72901,option:name
PC90H,Navy,Medium,00191265315333,72902,option:name
PC90H,Navy,Large,00191265315340,72903,option:name
PC90H,Navy,X-Large,00191265315357,72904,option:name
PC90H,Navy,2X-Large,00191265315296,72905,option:name
PC90H,Athletic Heather,Small,00191265314671,72854,option:heur
PC90H,Athletic Heather,Medium,00191265314701,72855,option:heur
PC90H,Athletic Heather,Large,00191265314718,72856,option:heur
PC90H,Athletic Heather,X-Large,00191265314725,72857,option:heur
PC90H,Athletic Heather,2X-Large,00191265314664,72858,option:heur
PC90H,Ash,3X-Large,00191265314602,72853,option:name
PC90H,Navy,3X-Large,00191265315302,72906,option:name
PC90H,White,3X-Large,00191265315807,72953,option:name
PC90H,Athletic Heather,3X-Large,00191265314688,72859,option:heur
PC90H,Athletic Heather,4X-Large,00191265314695,72860,option:heur
PC90H,White,4X-Large,00191265315814,72954,option:name
PC90H,Orange,Small,00191265315371,72907,option:name
PC90H,Orange,Medium,00191265315395,72908,option:name
PC90H,Orange,Large,00191265315418,72909,option:name
PC90H,Orange,X-Large,00191265315425,72910,option:name
PC90H,Orange,2X-Large,00191265315364,72911,option:name
PC90H,Orange,3X-Large,00191265315388,72912,option:name
PC90H,Red,Small,00191265315524,72920,option:name
PC90H,Red,Medium,00191265315548,72921,option:name
PC90H,Red,Large,00191265315555,72922,option:name
PC90H,Red,X-Large,00191265315562,72923,option:name
PC90H,Red,2X-Large,00191265315500,72924,option:name
PC90H,Red,3X-Large,00191265315517,72925,option:name
PC90H,Red,4X-Large,00191265315531,72926,option:name
PC90H,Royal,Small,00191265315586,72927,option:name
PC90H,Royal,Medium,00191265315616,72928,option:name
PC90H,Royal,Large,00191265315623,72929,option:name
PC90H,Royal,X-Large,00191265315630,72930,option:name
PC90H,Royal,2X-Large,00191265315579,72931,option:name
PC90H,Royal,3X-Large,00191265315593,72932,option:name
PC90H,Royal,4X-Large,00191265315609,72933,option:name
PC90H,Purple,Small,00191265315449,72913,option:name
PC90H,Purple,Medium,00191265315463,72914,option:name
PC90H,Purple,Large,00191265315487,72915,option:name
PC90H,Purple,X-Large,00191265315494,72916,option:name
PC90H,Purple,2X-Large,00191265315432,72917,option:name
PC90H,Purple,3X-Large,00191265315456,72918,option:name
PC90H,Purple,4X-Large,00191265315470,72919,option:name
PC90H,Maroon,Small,00191265315234,72895,option:name
PC90H,Maroon,Medium,00191265315265,72896,option:name
PC90H,Maroon,Large,00191265315272,72897,option:name
PC90H,Maroon,X-Large,00191265315289,72898,option:name
PC90H,Maroon,2X-Large,00191265315227,72899,option:name
PC90H,Maroon,3X-Large,00191265315241,72900,option:name
PC90H,Dark Green,Small,00191265314893,72876,option:name
PC90H,Dark Green,Medium,00191265314916,72877,option:name
PC90H,Dark Green,Large,00191265314923,72878,option:name
PC90H,Dark Green,X-Large,00191265314930,72879,option:name
PC90H,Dark Green,2X-Large,00191265314879,72880,option:name
PC90H,Dark Green,3X-Large,00191265314886,72881,option:name
PC90H,Dark Green,4X-Large,00191265314909,72882,option:name
PC90H,Safety Green,Small,00191265315654,72934,option:heur
PC90H,Safety Green,Medium,00191265315678,72935,option:heur
PC90H,Safety Green,Large,00191265315692,72936,option:heur
PC90H,Safety Green,X-Large,00191265315708,72937,option:heur
PC90H,Safety Green,2X-Large,00191265315647,72938,option:heur
PC90H,Safety Green,3X-Large,00191265315661,72939,option:heur
PC90H,Safety Green,4X-Large,00191265315685,72940,option:heur
PC90H,Gold,Small,00191265315029,72883,option:name
PC90H,Gold,Medium,00191265315050,72884,option:name
PC90H,Gold,Large,00191265315067,72885,option:name
PC90H,Gold,X-Large,00191265315074,72886,option:name
PC90H,Gold,2X-Large,00191265315012,72887,option:name
PC90H,Gold,3X-Large,00191265315036,72888,option:name
PC90H,Cardinal,Small,00191265314756,75755,option:name
PC90H,Cardinal,Medium,00191265314770,75756,option:name
PC90H,Cardinal,Large,00191265314787,75757,option:name
PC90H,Cardinal,X-Large,00191265314794,75758,option:name
PC90H,Cardinal,2X-Large,00191265314732,75759,option:name
PC90H,Cardinal,3X-Large,00191265314749,75760,option:name
PC90H,Safety Orange,Small,00191265315739,72941,option:heur
PC90H,Safety Orange,Medium,00191265315753,72942,option:heur
PC90H,Safety Orange,Large,00191265315760,72943,option:heur
PC90H,Safety Orange,X-Large,00191265315777,72944,option:heur
PC90H,Safety Orange,2X-Large,00191265315715,72945,option:heur
PC90H,Safety Orange,3X-Large,00191265315722,72946,option:heur
PC90H,Safety Orange,4X-Large,00191265315746,72947,option:heur
PC90H,Charcoal,Small,00191265314824,72869,option:name
PC90H,Charcoal,Medium,00191265314848,72870,option:name
PC90H,Charcoal,Large,00191265314855,72871,option:name
PC90H,Charcoal,X-Large,00191265314862,72872,option:name
PC90H,Charcoal,2X-Large,00191265314800,72873,option:name
PC90H,Charcoal,3X-Large,00191265314817,72874,option:name
PC55,Light Blue,X-Large,00191265384339,108893,option:name
PC55,Neon Pink,2X-Large,00197908123365,108888,option:name
PC55,Neon Pink,3X-Large,00197908123372,108887,option:name
PC55,Neon Pink,Large,00197908123341,108890,option:name
PC55,Neon Pink,Medium,00197908123334,108891,option:name
PC55,Neon Pink,Small,00197908123327,108892,option:name
PC55,Neon Pink,X-Large,00197908123358,108889,option:name
K455,Dark Green,Small,00191265465045,205705,option:name
K455,Dark Green,Medium,00191265465069,205700,option:name
K455,Dark Green,Large,00191265465090,205696,option:name
K455,Dark Green,X-Large,00191265465113,205709,option:name
K455,Dark Green,2X-Large,00191265465038,205689,option:name
K455,Dark Green,3X-Large,00191265465052,50337,option:name
K455,Royal,Small,00191265465557,205707,option:name
K455,Royal,Medium,00191265465564,205702,option:name
K455,Royal,Large,00191265465595,205698,option:name
K455,Royal,X-Large,00191265465618,205711,option:name
K455,Royal,2X-Large,00191265465533,50338,option:name
K455,Royal,3X-Large,00191265465540,205693,option:name
K455,Red,Small,00191265465342,205706,option:name
K455,Red,Medium,00191265465366,205701,option:name
K455,Red,Large,00191265465397,205697,option:name
K455,Red,X-Large,00191265465403,205710,option:name
K455,Red,2X-Large,00191265465328,205690,option:name
K455,Red,3X-Large,00191265465359,205692,option:name
K455,Charcoal,Small,00191265369480,205704,option:name
K455,Charcoal,Medium,00191265369503,50335,option:name
K455,Charcoal,Large,00191265464895,205695,option:name
K455,Charcoal,X-Large,00191265464901,205708,option:name
K455,Charcoal,2X-Large,00191265369466,205688,option:name
K455,Charcoal,3X-Large,00191265369497,50336,option:name
J763,Black,X-Small,00191265280945,49533,mainframe
J763,Black,Small,00191265280952,49533,option:name
J763,Black,Medium,00191265280976,49535,option:name
J763,Black,Large,00191265281003,49536,option:name
J763,Black,X-Large,00191265281010,49537,option:name
J763,Black,2X-Large,00191265280938,49538,option:name
J763,Black,3X-Large,00191265280969,49539,option:name
J763,Black,4X-Large,00191265280983,49540,option:name
J763,Black,5X-Large,00191265280990,49541,option:name
J763,Charcoal,Small,00191265808750,49543,option:name
J763,Charcoal,Medium,00191265808743,49544,option:name
J763,Charcoal,Large,00191265808736,49545,option:name
J763,Charcoal,X-Large,00191265808767,49546,option:name
J763,Charcoal,2X-Large,00191265808682,49547,option:name
J763,Charcoal,3X-Large,00191265808699,49548,option:name
J763,Charcoal,4X-Large,00191265808705,49549,option:name
29LS,Classic Pink,Small,00885306165147,100744,option:name
29LS,Classic Pink,Medium,00885306165154,100743,option:name
29LS,Classic Pink,Large,00885306165161,100742,option:name
29LS,Classic Pink,X-Large,00885306165178,100741,option:name
29LS,Classic Pink,2X-Large,00885306165499,100740,option:name
29LS,Classic Pink,3X-Large,00885306165505,100739,option:name
K321,Black,Small,00191265365611,50259,option:name
K321,Black,Medium,00191265365628,50260,option:name
K321,Black,Large,00191265365642,50261,option:name
K321,Black,X-Large,00191265365673,50262,option:name
K321,Black,2X-Large,00191265365598,50263,option:name
K321,White,Small,00191265365901,50268,option:name
K321,White,Medium,00191265365925,50269,option:name
K321,White,Large,00191265365949,50270,option:name
K321,White,X-Large,00191265365970,50271,option:name
K321,White,2X-Large,00191265365888,50272,option:name
K500,Black,X-Small,00191265466905,50404,mainframe
K500,Black,Small,00191265466929,50404,option:name
K500,Black,Medium,00191265466950,50406,option:name
K500,Black,Large,00191265466974,50407,option:name
K500,Black,X-Large,00191265466998,50408,option:name
K500,Black,2X-Large,00191265466912,50409,option:name
K500,Black,3X-Large,00191265466936,50410,option:name
K500,Black,4X-Large,00191265466943,50411,option:name
K500,Cool Grey,X-Small,00191265467414,52190,mainframe
K500,Cool Grey,Small,00191265467438,52190,option:name
K500,Cool Grey,Medium,00191265467452,52192,option:name
K500,Cool Grey,Large,00191265467469,52193,option:name
K500,Cool Grey,X-Large,00191265467483,52194,option:name
K500,Cool Grey,2X-Large,00191265467407,52195,option:name
K500,Cool Grey,3X-Large,00191265467421,52196,option:name
K500,Cool Grey,4X-Large,00191265467445,52197,option:name
K500,Red,X-Small,00191265469319,50449,mainframe
K500,Red,Small,00191265469333,50449,option:name
K500,Red,Medium,00191265469340,50451,option:name
K500,Red,Large,00191265469371,50452,option:name
K500,Red,X-Large,00191265469388,50453,option:name
K500,Red,2X-Large,00191265469302,50454,option:name
K500,Red,3X-Large,00191265469326,50455,option:name
K500,Red,4X-Large,00191265469357,50456,option:name
K500,Royal,Small,00191265469432,50457,option:name
K500,Royal,Medium,00191265469449,50458,option:name
K500,Royal,Large,00191265469463,50459,option:name
K500,Royal,X-Large,00191265469487,50460,option:name
K500,Royal,2X-Large,00191265469401,50461,option:name
K500,Royal,3X-Large,00191265469425,50462,option:name
K500,Royal,4X-Large,00191265469456,50463,option:name
K500,White,Small,00191265470421,50466,option:name
K500,White,Medium,00191265470452,50467,option:name
K500,White,Large,00191265470469,50468,option:name
K500,White,X-Large,00191265470483,50469,option:name
K500,White,2X-Large,00191265470414,50470,option:name
K500,Black,5X-Large,00191265466967,50412,option:name
K500,Cool Grey,5X-Large,00191265467476,52198,option:name
K500,Cool Grey,6X-Large,00191265467490,106308,option:name
K500,Royal,5X-Large,00191265469470,50464,option:name
K500,Steel Grey,X-Small,00191265469500,106301,option:name
K500,Steel Grey,Small,00191265469524,106306,option:name
K500,Steel Grey,Medium,00191265469548,106305,option:name
K500,Steel Grey,Large,00191265469562,106304,option:name
K500,Steel Grey,X-Large,00191265469593,106303,option:name
K500,Steel Grey,3X-Large,00191265469531,106302,option:name
K500,Maroon,X-Small,00191265468619,106317,option:name
K500,Maroon,Small,00191265468633,50429,option:name
K500,Maroon,Medium,00191265468640,50430,option:name
K500,Maroon,Large,00191265468664,50431,option:name
K500,Maroon,X-Large,00191265468695,50432,option:name
K500,Maroon,2X-Large,00191265468602,50433,option:name
K500,Maroon,3X-Large,00191265468626,50434,option:name
K500,Orange,X-Small,00191265469104,50443,mainframe
K500,Orange,Small,00191265469135,50443,option:name
K500,Orange,Medium,00191265469159,50445,option:name
K500,Orange,Large,00191265469166,50446,option:name
K500,Orange,X-Large,00191265469197,50447,option:name
K500,Orange,2X-Large,00191265469111,50448,option:name
L500,Black,X-Small,00191265149372,127556,option:name
L500,Black,Small,00191265149396,127554,option:name
L500,Black,Medium,00191265149419,127553,option:name
L500,Black,Large,00191265149433,127551,option:name
L500,Black,X-Large,00191265149464,127555,option:name
L500,Navy,X-Small,00191265151474,127506,option:name
L500,Navy,Small,00191265151504,127504,option:name
L500,Navy,Medium,00191265151511,127503,option:name
L500,Navy,Large,00191265151542,127501,option:name
L500,Navy,X-Large,00191265151566,127505,option:name
L500,Red,X-Small,00191265151788,127526,option:name
L500,Red,Small,00191265151801,127524,option:name
L500,Red,Medium,00191265151825,127523,option:name
L500,Red,Large,00191265151849,127521,option:name
L500,Red,X-Large,00191265151856,127525,option:name
L500,Royal,X-Small,00191265151887,127466,option:name
L500,Royal,Small,00191265151900,127464,option:name
L500,Royal,Medium,00191265151924,127463,option:name
L500,Royal,Large,00191265151948,127461,option:name
L500,Royal,X-Large,00191265151955,127465,option:name
L500,White,X-Small,00191265152884,127455,option:name
L500,White,Small,00191265152907,127453,option:name
L500,White,Medium,00191265152914,127452,option:name
L500,White,Large,00191265152938,127450,option:name
L500,White,X-Large,00191265152969,127454,option:name
L500,Black,2X-Large,00191265149389,127547,option:name
L500,Navy,2X-Large,00191265151481,127497,option:name
L500,Red,2X-Large,00191265151771,127517,option:name
L500,Royal,2X-Large,00191265151870,127457,option:name
L500,White,2X-Large,00191265152877,127446,option:name
L500,Gold,X-Small,00191265150385,127516,option:name
L500,Gold,Small,00191265150392,127514,option:name
L500,Gold,Medium,00191265150422,127513,option:name
L500,Gold,Large,00191265150446,127511,option:name
L500,Gold,X-Large,00191265150453,127515,option:name
L500,Gold,2X-Large,00191265150378,127507,option:name
L500,Kelly Green,X-Small,00191265150576,127546,option:name
L500,Kelly Green,Small,00191265150606,127544,option:name
L500,Kelly Green,Medium,00191265150613,127543,option:name
L500,Kelly Green,Large,00191265150637,127541,option:name
L500,Kelly Green,X-Large,00191265150668,127545,option:name
L500,Kelly Green,2X-Large,00191265150583,127537,option:name
L500,Maroon,X-Small,00191265151078,106529,option:name
L500,Maroon,Small,00191265151108,106533,option:name
L500,Maroon,Medium,00191265151115,127493,option:name
L500,Maroon,Large,00191265151139,106532,option:name
L500,Maroon,X-Large,00191265151160,106531,option:name
L500,Maroon,2X-Large,00191265151085,106530,option:name
L500,Purple,X-Small,00191265151672,127536,option:name
L500,Purple,Small,00191265151702,127534,option:name
L500,Purple,Medium,00191265151726,127533,option:name
L500,Purple,Large,00191265151740,127531,option:name
L500,Purple,X-Large,00191265151757,127535,option:name
L500,Purple,2X-Large,00191265151689,127527,option:name
L500,Lime,X-Small,00191265150989,127476,option:name
L500,Lime,Small,00191265150996,127474,option:name
L500,Lime,Medium,00191265151023,127473,option:name
L500,Lime,Large,00191265151047,127471,option:name
L500,Lime,X-Large,00191265151054,127475,option:name
